x,y,z
98,2,0
99,2,0
100,2,0
101,2,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
12,3,0
13,3,0
14,3,0
15,3,0
16,3,0
17,3,0
18,3,0
19,3,0
20,3,0
21,3,0
22,3,0
23,3,0
24,3,0
25,3,0
26,3,0
27,3,0
28,3,0
29,3,0
30,3,0
31,3,0
32,3,0
33,3,0
34,3,0
35,3,0
36,3,0
37,3,0
38,3,0
39,3,0
40,3,0
41,3,0
42,3,0
43,3,0
44,3,0
45,3,0
46,3,0
47,3,0
48,3,0
49,3,0
50,3,0
51,3,0
52,3,-0.16811
53,3,-0.62094
54,3,-1.0505
55,3,-1.4723
56,3,-1.4912
57,3,-1.4912
58,3,-1.2447
59,3,-0.81488
60,3,-0.381
61,3,-0.036009
62,3,0
63,3,0
64,3,0
65,3,0
66,3,0
67,3,0
68,3,0
69,3,0
70,3,0
71,3,0
72,3,0
73,3,0
74,3,0
75,3,0
76,3,0
77,3,0
78,3,0
79,3,0
80,3,0
81,3,0
82,3,0
83,3,0
84,3,0
85,3,0
86,3,0
87,3,0
88,3,0
89,3,0
90,3,0
91,3,0
92,3,0
93,3,0
94,3,0
95,3,0
96,3,0
97,3,0
98,3,0
99,3,0
100,3,0
101,3,0
1,4,0
2,4,0
3,4,0
4,4,0
5,4,0
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
12,4,0
13,4,0
14,4,0
15,4,0
16,4,0
17,4,0
18,4,0
19,4,0
20,4,0
21,4,0
22,4,0
23,4,0
24,4,0
25,4,0
26,4,0
27,4,0
28,4,0
29,4,0
30,4,0
31,4,0
32,4,0
33,4,0
34,4,0
35,4,0
36,4,0
37,4,0
38,4,0
39,4,0
40,4,0
41,4,0
42,4,0
43,4,0
44,4,0
45,4,0
46,4,0
47,4,0
48,4,0
49,4,0
50,4,0
51,4,-0.19
52,4,-1.0099
53,4,-1.6375
54,4,-2.0671
55,4,-2.4028
56,4,-2.4028
57,4,-2.181
58,4,-1.7472
59,4,-1.3133
60,4,-0.87939
61,4,-0.381
62,4,-0.095548
63,4,0
64,4,0
65,4,0
66,4,0
67,4,0
68,4,0
69,4,0
70,4,0
71,4,0
72,4,0
73,4,0
74,4,0
75,4,0
76,4,0
77,4,0
78,4,0
79,4,0
80,4,0
81,4,0
82,4,0
83,4,0
84,4,0
85,4,0
86,4,0
87,4,0
88,4,0
89,4,0
90,4,0
91,4,0
92,4,0
93,4,0
94,4,0
95,4,0
96,4,0
97,4,0
98,4,0
99,4,0
100,4,0
101,4,0
1,5,0
2,5,0
3,5,0
4,5,0
5,5,0
6,5,0
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
12,5,0
13,5,0
14,5,0
15,5,0
16,5,0
17,5,0
18,5,0
19,5,0
20,5,0
21,5,0
22,5,0
23,5,0
24,5,0
25,5,0
26,5,0
27,5,0
28,5,0
29,5,0
30,5,0
31,5,0
32,5,0
33,5,0
34,5,0
35,5,0
36,5,0
37,5,0
38,5,0
39,5,0
40,5,0
41,5,0
42,5,0
43,5,0
44,5,0
45,5,0
46,5,0
47,5,0
48,5,0
49,5,0
50,5,-0.23593
51,5,-1.0245
52,5,-1.8444
53,5,-2.6363
54,5,-3.0836
55,5,-3.1046
56,5,-3.1046
57,5,-2.6794
58,5,-2.2455
59,5,-1.8031
60,5,-1.3133
61,5,-0.87939
62,5,-0.44623
63,5,-0.024685
64,5,0
65,5,0
66,5,0
67,5,0
68,5,0
69,5,0
70,5,0
71,5,0
72,5,0
73,5,0
74,5,0
75,5,0
76,5,0
77,5,0
78,5,0
79,5,0
80,5,0
81,5,0
82,5,0
83,5,0
84,5,0
85,5,0
86,5,0
87,5,0
88,5,0
89,5,0
90,5,0
91,5,0
92,5,0
93,5,0
94,5,0
95,5,0
96,5,0
97,5,0
98,5,0
99,5,0
100,5,0
101,5,0
1,6,0
2,6,0
3,6,0
4,6,0
5,6,0
6,6,0
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
12,6,0
13,6,0
14,6,0
15,6,0
16,6,0
17,6,0
18,6,0
19,6,0
20,6,0
21,6,0
22,6,0
23,6,0
24,6,0
25,6,0
26,6,0
27,6,0
28,6,0
29,6,0
30,6,0
31,6,0
32,6,0
33,6,0
34,6,0
35,6,0
36,6,0
37,6,0
38,6,0
39,6,0
40,6,0
41,6,0
42,6,0
43,6,0
44,6,0
45,6,0
46,6,0
47,6,0
48,6,0
49,6,-0.28881
50,6,-1.6869
51,6,-2.3738
52,6,-2.8604
53,6,-3.4947
54,6,-4.0456
55,6,-4.0456
56,6,-3.6125
57,6,-3.2148
58,6,-2.7067
59,6,-2.2455
60,6,-1.8031
61,6,-1.1642
62,6,-0.52537
63,6,-0.024685
64,6,0
65,6,0
66,6,0
67,6,0
68,6,0
69,6,0
70,6,0
71,6,0
72,6,0
73,6,0
74,6,0
75,6,0
76,6,0
77,6,0
78,6,0
79,6,0
80,6,0
81,6,0
82,6,0
83,6,0
84,6,0
85,6,0
86,6,0
87,6,0
88,6,0
89,6,0
90,6,0
91,6,0
92,6,0
93,6,0
94,6,0
95,6,0
96,6,0
97,6,0
98,6,0
99,6,0
100,6,0
101,6,0
1,7,0
2,7,0
3,7,0
4,7,0
5,7,0
6,7,0
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
12,7,0
13,7,0
14,7,0
15,7,0
16,7,0
17,7,0
18,7,0
19,7,0
20,7,0
21,7,0
22,7,0
23,7,0
24,7,0
25,7,0
26,7,0
27,7,0
28,7,0
29,7,0
30,7,0
31,7,0
32,7,0
33,7,0
34,7,0
35,7,0
36,7,0
37,7,0
38,7,0
39,7,0
40,7,0
41,7,0
42,7,0
43,7,0
44,7,0
45,7,0
46,7,0
47,7,0
48,7,-0.3871
49,7,-1.7444
50,7,-3.2514
51,7,-4.0718
52,7,-4.5372
53,7,-4.7047
54,7,-4.7047
55,7,-4.6266
56,7,-4.2566
57,7,-3.7084
58,7,-3.2148
59,7,-2.7067
60,7,-2.0679
61,7,-1.429
62,7,-0.79016
63,7,-0.097285
64,7,0
65,7,0
66,7,0
67,7,0
68,7,0
69,7,0
70,7,0
71,7,0
72,7,0
73,7,0
74,7,0
75,7,0
76,7,0
77,7,0
78,7,0
79,7,0
80,7,0
81,7,0
82,7,0
83,7,0
84,7,0
85,7,0
86,7,0
87,7,0
88,7,0
89,7,0
90,7,0
91,7,0
92,7,0
93,7,0
94,7,0
95,7,0
96,7,0
97,7,0
98,7,0
99,7,0
100,7,0
101,7,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,0
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
12,8,0
13,8,0
14,8,0
15,8,0
16,8,0
17,8,0
18,8,0
19,8,0
20,8,0
21,8,0
22,8,0
23,8,0
24,8,0
25,8,0
26,8,0
27,8,0
28,8,0
29,8,0
30,8,0
31,8,0
32,8,0
33,8,0
34,8,0
35,8,0
36,8,0
37,8,0
38,8,0
39,8,0
40,8,0
41,8,0
42,8,0
43,8,0
44,8,0
45,8,0
46,8,-0.15784
47,8,-1.2895
48,8,-2.5109
49,8,-3.7858
50,8,-5.0105
51,8,-5.4419
52,8,-5.6182
53,8,-5.6182
54,8,-5.3949
55,8,-5.2095
56,8,-4.9368
57,8,-4.3038
58,8,-3.7084
59,8,-3.0901
60,8,-2.0679
61,8,-1.429
62,8,-0.68651
63,8,0
64,8,0
65,8,0
66,8,0
67,8,0
68,8,0
69,8,0
70,8,0
71,8,0
72,8,0
73,8,0
74,8,0
75,8,0
76,8,0
77,8,0
78,8,0
79,8,0
80,8,0
81,8,0
82,8,0
83,8,0
84,8,0
85,8,0
86,8,0
87,8,0
88,8,0
89,8,0
90,8,0
91,8,0
92,8,0
93,8,0
94,8,0
95,8,0
96,8,0
97,8,0
98,8,0
99,8,0
100,8,0
101,8,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
12,9,0
13,9,0
14,9,0
15,9,0
16,9,0
17,9,0
18,9,0
19,9,0
20,9,0
21,9,0
22,9,0
23,9,0
24,9,0
25,9,0
26,9,0
27,9,0
28,9,0
29,9,0
30,9,0
31,9,0
32,9,0
33,9,0
34,9,0
35,9,0
36,9,0
37,9,0
38,9,0
39,9,0
40,9,0
41,9,0
42,9,0
43,9,0
44,9,0
45,9,-0.90394
46,9,-2.3152
47,9,-3.5537
48,9,-4.757
49,9,-5.5205
50,9,-6.1713
51,9,-6.4566
52,9,-6.6653
53,9,-6.6653
54,9,-6.4421
55,9,-6.1779
56,9,-5.5934
57,9,-4.9368
58,9,-4.0962
59,9,-3.0901
60,9,-1.9201
61,9,-0.68651
62,9,0
63,9,0
64,9,0
65,9,0
66,9,0
67,9,0
68,9,0
69,9,0
70,9,0
71,9,0
72,9,0
73,9,0
74,9,0
75,9,0
76,9,0
77,9,0
78,9,0
79,9,0
80,9,0
81,9,0
82,9,0
83,9,0
84,9,0
85,9,0
86,9,0
87,9,0
88,9,0
89,9,0
90,9,0
91,9,0
92,9,0
93,9,0
94,9,0
95,9,0
96,9,0
97,9,0
98,9,0
99,9,0
100,9,0
101,9,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
12,10,0
13,10,0
14,10,0
15,10,0
16,10,0
17,10,0
18,10,0
19,10,0
20,10,0
21,10,0
22,10,0
23,10,0
24,10,0
25,10,0
26,10,0
27,10,0
28,10,0
29,10,0
30,10,0
31,10,0
32,10,0
33,10,0
34,10,0
35,10,0
36,10,0
37,10,0
38,10,0
39,10,0
40,10,0
41,10,0
42,10,0
43,10,0
44,10,-0.90394
45,10,-3.1159
46,10,-4.5581
47,10,-5.443
48,10,-6.059
49,10,-6.677
50,10,-7.3385
51,10,-7.5752
52,10,-7.7125
53,10,-7.7125
54,10,-7.4673
55,10,-6.7634
56,10,-6.1779
57,10,-5.5934
58,10,-4.3038
59,10,-2.0566
60,10,-0.68651
61,10,0
62,10,0
63,10,0
64,10,0
65,10,0
66,10,0
67,10,0
68,10,0
69,10,0
70,10,0
71,10,0
72,10,0
73,10,0
74,10,0
75,10,0
76,10,0
77,10,0
78,10,0
79,10,0
80,10,0
81,10,0
82,10,0
83,10,0
84,10,0
85,10,0
86,10,0
87,10,0
88,10,0
89,10,0
90,10,0
91,10,0
92,10,0
93,10,0
94,10,0
95,10,0
96,10,0
97,10,0
98,10,0
99,10,0
100,10,0
101,10,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
12,11,0
13,11,0
14,11,0
15,11,0
16,11,0
17,11,0
18,11,0
19,11,0
20,11,0
21,11,0
22,11,0
23,11,0
24,11,0
25,11,0
26,11,0
27,11,0
28,11,0
29,11,0
30,11,0
31,11,0
32,11,0
33,11,0
34,11,0
35,11,0
36,11,0
37,11,0
38,11,0
39,11,0
40,11,0
41,11,0
42,11,0
43,11,-0.12412
44,11,-3.1159
45,11,-4.5581
46,11,-5.8949
47,11,-6.582
48,11,-7.2248
49,11,-7.8611
50,11,-8.4959
51,11,-8.764
52,11,-8.764
53,11,-8.7581
54,11,-8.2415
55,11,-7.4673
56,11,-6.7634
57,11,-6.0075
58,11,-4.627
59,11,-2.0566
60,11,-0.26697
61,11,0
62,11,0
63,11,0
64,11,0
65,11,0
66,11,0
67,11,0
68,11,0
69,11,0
70,11,0
71,11,0
72,11,0
73,11,0
74,11,0
75,11,0
76,11,0
77,11,0
78,11,0
79,11,0
80,11,0
81,11,0
82,11,0
83,11,0
84,11,0
85,11,0
86,11,0
87,11,0
88,11,0
89,11,0
90,11,0
91,11,0
92,11,0
93,11,0
94,11,0
95,11,0
96,11,0
97,11,0
98,11,0
99,11,0
100,11,0
101,11,0
1,12,0
2,12,0
3,12,0
4,12,0
5,12,0
6,12,0
7,12,0
8,12,0
9,12,0
10,12,0
11,12,0
12,12,0
13,12,0
14,12,0
15,12,0
16,12,0
17,12,0
18,12,0
19,12,0
20,12,0
21,12,0
22,12,0
23,12,0
24,12,0
25,12,0
26,12,0
27,12,0
28,12,0
29,12,0
30,12,0
31,12,0
32,12,0
33,12,0
34,12,0
35,12,0
36,12,0
37,12,0
38,12,0
39,12,0
40,12,0
41,12,0
42,12,0
43,12,-1.0849
44,12,-4.4856
45,12,-5.8949
46,12,-6.582
47,12,-7.5523
48,12,-8.347
49,12,-8.9968
50,12,-9.6455
51,12,-9.8874
52,12,-9.8874
53,12,-9.5462
54,12,-8.7581
55,12,-8.2415
56,12,-7.0756
57,12,-6.0075
58,12,-4.627
59,12,-2.0566
60,12,-0.17933
61,12,0
62,12,0
63,12,0
64,12,0
65,12,0
66,12,0
67,12,0
68,12,0
69,12,0
70,12,0
71,12,0
72,12,0
73,12,0
74,12,0
75,12,0
76,12,0
77,12,0
78,12,0
79,12,0
80,12,0
81,12,0
82,12,0
83,12,0
84,12,0
85,12,0
86,12,0
87,12,0
88,12,0
89,12,0
90,12,0
91,12,0
92,12,0
93,12,0
94,12,0
95,12,0
96,12,0
97,12,0
98,12,0
99,12,0
100,12,0
101,12,0
1,13,0
2,13,0
3,13,0
4,13,0
5,13,0
6,13,0
7,13,0
8,13,0
9,13,0
10,13,0
11,13,0
12,13,0
13,13,0
14,13,0
15,13,0
16,13,0
17,13,0
18,13,0
19,13,0
20,13,0
21,13,0
22,13,0
23,13,0
24,13,0
25,13,0
26,13,0
27,13,0
28,13,0
29,13,0
30,13,0
31,13,0
32,13,0
33,13,0
34,13,0
35,13,0
36,13,0
37,13,0
38,13,0
39,13,0
40,13,0
41,13,0
42,13,-0.13445
43,13,-2.1833
44,13,-4.8742
45,13,-6.338
46,13,-7.5523
47,13,-8.3711
48,13,-9.4871
49,13,-9.9394
50,13,-10
51,13,-10
52,13,-10.046
53,13,-10.046
54,13,-9.5462
55,13,-8.2799
56,13,-7.2455
57,13,-6.1392
58,13,-4.3101
59,13,-2.0371
60,13,0
61,13,0
62,13,0
63,13,0
64,13,0
65,13,0
66,13,0
67,13,0
68,13,0
69,13,0
70,13,0
71,13,0
72,13,0
73,13,0
74,13,0
75,13,0
76,13,0
77,13,0
78,13,0
79,13,0
80,13,0
81,13,0
82,13,0
83,13,0
84,13,0
85,13,0
86,13,0
87,13,0
88,13,0
89,13,0
90,13,0
91,13,0
92,13,0
93,13,0
94,13,0
95,13,0
96,13,0
97,13,0
98,13,0
99,13,0
100,13,0
101,13,0
1,14,0
2,14,0
3,14,0
4,14,0
5,14,0
6,14,0
7,14,0
8,14,0
9,14,0
10,14,0
11,14,0
12,14,0
13,14,0
14,14,0
15,14,0
16,14,0
17,14,0
18,14,0
19,14,0
20,14,0
21,14,0
22,14,0
23,14,0
24,14,0
25,14,0
26,14,0
27,14,0
28,14,0
29,14,0
30,14,0
31,14,0
32,14,0
33,14,0
34,14,0
35,14,0
36,14,0
37,14,0
38,14,0
39,14,0
40,14,0
41,14,0
42,14,-0.50446
43,14,-2.9536
44,14,-5.419
45,14,-7.1887
46,14,-8.3711
47,14,-9.5487
48,14,-10.617
49,14,-11.191
50,14,-11.286
51,14,-11.348
52,14,-11.407
53,14,-11.022
54,14,-10.086
55,14,-9.0441
56,14,-7.6678
57,14,-6.2601
58,14,-4.3101
59,14,-0.80306
60,14,0
61,14,0
62,14,0
63,14,0
64,14,0
65,14,0
66,14,0
67,14,0
68,14,0
69,14,0
70,14,0
71,14,0
72,14,0
73,14,0
74,14,0
75,14,0
76,14,0
77,14,0
78,14,0
79,14,0
80,14,0
81,14,0
82,14,-0.28862
83,14,-1.1285
84,14,-1.3529
85,14,-1.8834
86,14,-2.1874
87,14,-2.1874
88,14,-1.6246
89,14,-1.1722
90,14,-0.82142
91,14,0
92,14,0
93,14,0
94,14,0
95,14,0
96,14,0
97,14,0
98,14,0
99,14,0
100,14,0
101,14,0
1,15,0
2,15,0
3,15,0
4,15,0
5,15,0
6,15,0
7,15,0
8,15,0
9,15,0
10,15,0
11,15,0
12,15,0
13,15,0
14,15,0
15,15,0
16,15,0
17,15,0
18,15,0
19,15,0
20,15,0
21,15,0
22,15,0
23,15,0
24,15,0
25,15,0
26,15,0
27,15,0
28,15,0
29,15,0
30,15,0
31,15,0
32,15,0
33,15,0
34,15,0
35,15,0
36,15,0
37,15,0
38,15,0
39,15,0
40,15,0
41,15,-0.13076
42,15,-1.8015
43,15,-3.8979
44,15,-5.845
45,15,-8.1405
46,15,-9.5487
47,15,-10.718
48,15,-11.803
49,15,-12.558
50,15,-12.725
51,15,-12.812
52,15,-12.812
53,15,-11.589
54,15,-11.022
55,15,-9.8011
56,15,-8.2503
57,15,-6.3132
58,15,-4.4415
59,15,-0.80306
60,15,0
61,15,0
62,15,0
63,15,0
64,15,0
65,15,0
66,15,0
67,15,0
68,15,0
69,15,0
70,15,0
71,15,0
72,15,0
73,15,0
74,15,0
75,15,0
76,15,0
77,15,0
78,15,0
79,15,0
80,15,0
81,15,-0.76266
82,15,-2.5336
83,15,-3.7756
84,15,-4.4469
85,15,-4.9807
86,15,-4.9807
87,15,-4.9007
88,15,-4.2029
89,15,-3.6575
90,15,-3.4283
91,15,-3.1553
92,15,-2.5418
93,15,-1.6677
94,15,0
95,15,0
96,15,0
97,15,0
98,15,0
99,15,0
100,15,0
101,15,0
1,16,0
2,16,0
3,16,0
4,16,0
5,16,0
6,16,0
7,16,0
8,16,0
9,16,0
10,16,0
11,16,0
12,16,0
13,16,0
14,16,0
15,16,0
16,16,0
17,16,0
18,16,0
19,16,0
20,16,0
21,16,0
22,16,0
23,16,0
24,16,0
25,16,0
26,16,0
27,16,0
28,16,0
29,16,0
30,16,-0.002317
31,16,-0.016862
32,16,-0.016862
33,16,0
34,16,0
35,16,0
36,16,0
37,16,0
38,16,0
39,16,0
40,16,-0.13076
41,16,-1.8015
42,16,-3.8979
43,16,-5.845
44,16,-8.017
45,16,-9.5983
46,16,-10.868
47,16,-11.87
48,16,-12.942
49,16,-13.914
50,16,-14.106
51,16,-14.106
52,16,-13.251
53,16,-12.837
54,16,-11.589
55,16,-10.271
56,16,-8.351
57,16,-6.3253
58,16,-4.4415
59,16,-1.4839
60,16,0
61,16,0
62,16,0
63,16,0
64,16,0
65,16,0
66,16,0
67,16,0
68,16,0
69,16,0
70,16,0
71,16,0
72,16,0
73,16,0
74,16,0
75,16,0
76,16,0
77,16,0
78,16,-0.027171
79,16,-0.7325
80,16,-1.8745
81,16,-3.6318
82,16,-5.2689
83,16,-5.9762
84,16,-6.4052
85,16,-6.7337
86,16,-7.0751
87,16,-7.0751
88,16,-6.6928
89,16,-6.4085
90,16,-6.2194
91,16,-5.9933
92,16,-5.3791
93,16,-4.2103
94,16,-1.6677
95,16,0
96,16,0
97,16,0
98,16,0
99,16,0
100,16,0
101,16,0
1,17,0
2,17,0
3,17,0
4,17,0
5,17,0
6,17,0
7,17,0
8,17,0
9,17,0
10,17,0
11,17,0
12,17,0
13,17,0
14,17,0
15,17,0
16,17,0
17,17,0
18,17,0
19,17,0
20,17,0
21,17,0
22,17,0
23,17,0
24,17,0
25,17,0
26,17,0
27,17,0
28,17,-0.046843
29,17,-0.45126
30,17,-1.2385
31,17,-1.7148
32,17,-1.7148
33,17,-1.064
34,17,-0.25669
35,17,-0.17418
36,17,-0.17418
37,17,-0.17418
38,17,-0.17418
39,17,-0.49356
40,17,-2.6795
41,17,-5.0908
42,17,-6.4735
43,17,-8.017
44,17,-9.7583
45,17,-11.141
46,17,-12.342
47,17,-13.548
48,17,-14.462
49,17,-15
50,17,-15
51,17,-15
52,17,-14.51
53,17,-13.251
54,17,-11.886
55,17,-10.54
56,17,-8.6722
57,17,-6.3253
58,17,-4.1286
59,17,-1.4839
60,17,0
61,17,0
62,17,0
63,17,0
64,17,0
65,17,0
66,17,0
67,17,0
68,17,0
69,17,0
70,17,0
71,17,0
72,17,0
73,17,0
74,17,0
75,17,0
76,17,0
77,17,-0.027171
78,17,-1.7657
79,17,-3.3833
80,17,-4.9266
81,17,-5.9466
82,17,-6.878
83,17,-7.6521
84,17,-8.0823
85,17,-8.4385
86,17,-8.7876
87,17,-9.2327
88,17,-9.2327
89,17,-9.2327
90,17,-9.1827
91,17,-8.5964
92,17,-7.468
93,17,-5.3791
94,17,-4.0129
95,17,-0.34221
96,17,0
97,17,0
98,17,0
99,17,0
100,17,0
101,17,0
1,18,0
2,18,0
3,18,0
4,18,0
5,18,0
6,18,0
7,18,0
8,18,0
9,18,0
10,18,0
11,18,0
12,18,0
13,18,0
14,18,0
15,18,0
16,18,0
17,18,0
18,18,0
19,18,0
20,18,0
21,18,0
22,18,0
23,18,0
24,18,0
25,18,0
26,18,0
27,18,-0.084226
28,18,-1.2478
29,18,-1.9669
30,18,-2.8132
31,18,-3.7497
32,18,-3.7497
33,18,-3.556
34,18,-3.556
35,18,-4.0563
36,18,-4.3365
37,18,-4.3365
38,18,-4.3365
39,18,-5.0832
40,18,-7.0365
41,18,-8.5905
42,18,-9.9261
43,18,-11.144
44,18,-12.213
45,18,-13.183
46,18,-14.296
47,18,-15.151
48,18,-15.295
49,18,-15.295
50,18,-15.157
51,18,-15.072
52,18,-15.055
53,18,-14.51
54,18,-12.953
55,18,-11.342
56,18,-9.1599
57,18,-6.6619
58,18,-4.1286
59,18,-1.5075
60,18,0
61,18,0
62,18,0
63,18,0
64,18,0
65,18,0
66,18,0
67,18,0
68,18,0
69,18,0
70,18,0
71,18,0
72,18,0
73,18,0
74,18,0
75,18,0
76,18,-0.039015
77,18,-1.7657
78,18,-4.1017
79,18,-5.522
80,18,-6.4857
81,18,-7.4509
82,18,-8.4184
83,18,-9.287
84,18,-9.7767
85,18,-10.153
86,18,-10.616
87,18,-11.195
88,18,-11.227
89,18,-11.227
90,18,-10.983
91,18,-10.178
92,18,-8.5964
93,18,-7.468
94,18,-4.2103
95,18,-0.45195
96,18,0
97,18,0
98,18,0
99,18,0
100,18,0
101,18,0
1,19,0
2,19,0
3,19,0
4,19,0
5,19,0
6,19,0
7,19,0
8,19,0
9,19,0
10,19,0
11,19,0
12,19,0
13,19,0
14,19,0
15,19,0
16,19,0
17,19,0
18,19,0
19,19,0
20,19,0
21,19,0
22,19,0
23,19,0
24,19,0
25,19,0
26,19,-0.066769
27,19,-1.2478
28,19,-1.9669
29,19,-3.466
30,19,-4.2955
31,19,-5.5215
32,19,-7.1968
33,19,-7.6116
34,19,-8.6551
35,19,-9.2448
36,19,-9.2535
37,19,-9.2535
38,19,-9.2535
39,19,-9.6331
40,19,-10.402
41,19,-11.496
42,19,-12.578
43,19,-13.678
44,19,-14.615
45,19,-15.233
46,19,-15.549
47,19,-15.926
48,19,-16.218
49,19,-16.218
50,19,-16.08
51,19,-15.942
52,19,-15.782
53,19,-15.055
54,19,-14.072
55,19,-12.211
56,19,-10.21
57,19,-7.5996
58,19,-4.7462
59,19,-2.1364
60,19,-0.63307
61,19,0
62,19,0
63,19,0
64,19,0
65,19,0
66,19,0
67,19,0
68,19,0
69,19,0
70,19,0
71,19,0
72,19,0
73,19,0
74,19,0
75,19,-0.039015
76,19,-2.0808
77,19,-4.2234
78,19,-5.576
79,19,-6.6635
80,19,-7.7015
81,19,-8.6903
82,19,-9.6826
83,19,-10.802
84,19,-11.691
85,19,-12.248
86,19,-12.763
87,19,-12.948
88,19,-12.948
89,19,-12.887
90,19,-12.182
91,19,-11.146
92,19,-10.178
93,19,-8.0999
94,19,-5.0314
95,19,-1.0521
96,19,0
97,19,0
98,19,0
99,19,0
100,19,0
101,19,0
1,20,0
2,20,0
3,20,0
4,20,0
5,20,0
6,20,0
7,20,0
8,20,0
9,20,0
10,20,0
11,20,0
12,20,0
13,20,0
14,20,0
15,20,0
16,20,0
17,20,0
18,20,0
19,20,0
20,20,0
21,20,0
22,20,0
23,20,0
24,20,0
25,20,0
26,20,0
27,20,-1.6763
28,20,-3.3204
29,20,-4.2955
30,20,-5.5215
31,20,-7.1968
32,20,-8.9396
33,20,-10.844
34,20,-11.325
35,20,-11.578
36,20,-11.614
37,20,-11.625
38,20,-12.129
39,20,-12.628
40,20,-13.076
41,20,-13.999
42,20,-14.924
43,20,-15.472
44,20,-15.874
45,20,-16.246
46,20,-16.447
47,20,-16.71
48,20,-17.08
49,20,-17.08
50,20,-17.003
51,20,-16.865
52,20,-16.135
53,20,-15.782
54,20,-14.727
55,20,-13.019
56,20,-11.113
57,20,-8.639
58,20,-5.521
59,20,-2.753
60,20,-2.1236
61,20,-0.63307
62,20,-0.27902
63,20,0
64,20,0
65,20,0
66,20,0
67,20,0
68,20,0
69,20,0
70,20,0
71,20,0
72,20,0
73,20,0
74,20,-0.78981
75,20,-2.4506
76,20,-4.2234
77,20,-5.7522
78,20,-6.6635
79,20,-7.7015
80,20,-8.6903
81,20,-9.6826
82,20,-10.929
83,20,-12.205
84,20,-13.307
85,20,-14.022
86,20,-14.665
87,20,-14.665
88,20,-14.589
89,20,-14.204
90,20,-13.594
91,20,-12.182
92,20,-11.146
93,20,-8.9627
94,20,-6.3264
95,20,-2.0319
96,20,0
97,20,0
98,20,0
99,20,0
100,20,0
101,20,0
1,21,0
2,21,0
3,21,0
4,21,0
5,21,0
6,21,0
7,21,0
8,21,0
